"","V1","V2","V3","V4","V5","V6"
"1",8,2,0,4,0,0
"2",12,0,2,0,0,0
"3",4,0,0,0,2,0
"4",12,3,0,2,0,0
"5",3,1,0,0,0,0
"6",2,6,0,2,2,0
"7",9,0,1,0,0,0
"8",5,0,2,0,0,0
"9",10,3,0,0,2,0
"10",11,0,0,1,0,0
"11",7,0,0,3,0,0
"12",9,2,0,0,2,0
"13",10,1,0,0,0,0
"14",0,0,0,0,4,0
"15",6,2,2,1,0,0
"16",8,3,0,2,0,0
"17",10,0,1,0,2,0
"18",0,5,0,0,0,0
"19",8,2,1,0,0,0
"20",4,2,0,2,0,0
"21",2,0,0,0,3,0
"22",0,0,4,0,0,0
"23",2,0,3,0,0,0
"24",12,0,0,0,2,0
"25",0,0,0,0,4,0
"26",4,5,0,0,0,0
"27",11,4,0,1,0,0
"28",9,5,2,0,0,0
"29",7,0,0,0,2,0
"30",4,4,2,0,0,0
"31",4,9,0,5,0,0
"32",7,6,0,0,0,0
"33",0,4,0,0,0,0
"34",11,1,0,0,3,0
"35",6,2,0,0,0,0
"36",9,0,2,0,0,0
"37",3,0,2,0,0,0
"38",14,0,0,1,0,0
"39",13,0,0,3,0,0
"40",4,6,1,0,4,0
"41",8,2,0,0,3,0
"42",0,0,0,4,0,0
"43",5,4,0,0,0,0
"44",7,1,0,3,0,0
"45",11,1,0,2,0,0
"46",5,2,0,0,0,0
"47",10,2,0,0,0,0
"48",11,0,0,0,2,0
"49",8,1,2,0,0,0
"50",3,2,0,2,0,0
"51",0,13,0,2,0,0
"52",9,0,0,0,0,0
"53",7,0,0,0,1,0
"54",4,11,0,0,0,0
"55",0,10,1,2,0,0
"56",3,0,0,0,0,0
"57",1,10,0,0,0,0
"58",10,0,0,2,0,0
"59",9,3,0,0,0,0
"60",2,7,2,0,0,0
"61",0,0,0,4,0,0
"62",8,0,0,0,2,0
"63",13,2,0,0,0,0
"64",7,0,0,4,0,0
"65",7,0,0,0,3,0
"66",3,1,0,2,0,0
"67",2,0,0,0,3,0
"68",12,1,0,0,3,0
"69",10,2,0,0,0,0
"70",13,0,0,0,3,0
"71",12,0,0,1,0,0
"72",11,0,2,0,0,0
"73",5,0,0,0,3,0
"74",5,3,0,0,0,0
"75",5,3,0,0,0,0
"76",14,0,3,0,0,0
"77",10,0,0,3,0,0
"78",6,7,0,0,2,0
"79",10,1,0,0,2,0
"80",2,0,0,3,0,0
"81",0,0,4,0,0,0
"82",9,4,0,0,2,0
"83",2,15,0,0,0,0
"84",0,0,0,0,4,0
"85",11,2,0,0,0,0
"86",0,3,0,0,0,0
"87",4,2,0,0,2,0
"88",7,2,0,3,0,0
"89",1,10,0,0,0,0
"90",6,4,0,0,0,0
"91",10,3,0,0,0,0
"92",13,0,4,1,0,0
"93",9,1,0,0,2,0
"94",0,3,0,0,0,0
"95",9,0,0,0,0,0
"96",10,0,0,1,1,0
"97",10,0,2,0,0,0
"98",0,9,3,2,1,0
"99",0,0,0,0,4,0
"100",11,2,0,0,0,0
"101",8,2,0,0,2,0
"102",0,9,6,1,0,0
"103",0,3,0,0,0,0
"104",9,0,0,3,0,0
"105",12,2,0,0,0,0
"106",2,0,0,3,0,0
"107",8,3,2,0,0,0
"108",6,2,0,0,0,0
"109",9,0,2,0,0,0
"110",10,0,0,0,3,0
"111",11,5,0,0,2,0
"112",8,0,2,0,0,0
"113",13,1,0,0,0,0
"114",7,0,0,0,3,0
"115",4,0,0,3,0,0
"116",4,0,0,4,1,0
"117",4,6,0,2,0,0
"118",11,0,2,0,0,0
"119",6,1,2,0,0,0
"120",6,2,0,3,0,0
"121",10,5,2,2,1,0
"122",0,0,0,4,0,0
"123",8,0,3,0,0,0
"124",9,0,2,0,0,0
"125",7,3,0,2,0,0
"126",8,0,0,0,2,0
"127",14,0,0,0,0,0
"128",7,3,0,0,2,0
"129",13,6,0,0,0,0
"130",13,1,0,0,1,0
